tradeno,tradedate,tradetime,secid,price,quantity,value,buysell,tradingsession
399,20.04.2007,23:33,ROSN,3819.52,226,863211.52,S,1
400,23.10.2002,9:58,ROSN,525.13,1261,662188.93,B,1
401,20.05.2017,16:38,ROSN,4769.58,656,3128844.48,B,1
402,26.08.2012,21:51,ROSN,1225.93,95,116463.35,B,1
403,26.08.2000,9:45,ROSN,1797.31,857,1540294.67,S,1
404,15.09.2023,3:39,ROSN,1817.15,561,1019421.15,B,1
405,14.01.2013,18:48,ROSN,3790.37,1235,4681106.95,S,1
406,27.09.2010,22:04,ROSN,3805.62,574,2184425.88,S,1
407,19.04.2020,10:09,ROSN,841.41,755,635264.55,S,1
408,22.12.2009,20:30,ROSN,2210.36,1310,2895571.6,B,1
409,27.02.2012,14:10,ROSN,4759.66,1406,6692081.96,B,1
410,29.12.2014,18:45,ROSN,4174.38,741,3093215.58,B,1
411,18.11.2013,17:52,ROSN,1190.69,1768,2105139.92,S,1
412,12.06.2018,0:07,ROSN,4400.0,502,2208800.0,S,1
413,17.07.2001,8:24,ROSN,211.32,528,111576.96,B,1
414,15.03.2020,3:31,ROSN,434.57,1749,760062.93,B,1
415,28.02.2009,2:37,ROSN,1145.89,1091,1250165.99,S,1
416,25.02.2000,21:44,ROSN,1381.39,1983,2739296.37,S,1
417,19.05.2003,6:51,ROSN,4478.32,1515,6784654.8,B,1
418,22.08.2003,17:36,ROSN,3593.37,998,3586183.26,B,1
419,27.09.2023,12:38,ROSN,847.06,13,11011.78,S,1
420,19.09.2013,22:51,ROSN,3664.26,888,3253862.88,B,1
421,21.03.2005,1:45,ROSN,4429.41,1939,8588625.99,B,1
422,23.12.2009,6:08,ROSN,84.95,612,51989.4,B,1
423,10.09.2009,17:08,ROSN,1961.62,1311,2571683.82,B,1
424,06.04.2020,17:57,ROSN,2106.17,683,1438514.11,S,1
425,12.03.2004,9:48,ROSN,4051.9,203,822535.7,B,1
426,22.10.2000,20:36,ROSN,2285.34,461,1053541.74,B,1
427,27.11.2016,12:28,ROSN,3268.8,545,1781496.0,B,1
428,04.09.2001,8:19,ROSN,2069.59,1324,2740137.16,S,1
429,06.12.2018,19:02,ROSN,3221.53,1095,3527575.35,B,1
430,22.07.2007,19:50,ROSN,2413.5,587,1416724.5,B,1
431,13.06.2010,15:11,ROSN,408.6,800,326880.0,B,1
432,08.07.2020,20:47,ROSN,3712.52,924,3430368.48,B,1
433,04.10.2009,10:35,ROSN,4665.81,562,2622185.22,B,1
434,26.09.2002,13:40,ROSN,26.83,18,482.94,B,1
435,16.05.2009,0:29,ROSN,167.72,1734,290826.48,S,1
436,01.05.2020,11:00,ROSN,2402.15,585,1405257.75,S,1
437,14.09.2023,0:09,ROSN,4579.72,1830,8380887.6,B,1
438,01.08.2012,15:06,ROSN,4566.98,1212,5535179.76,S,1
439,04.05.2007,21:45,ROSN,4246.18,399,1694225.82,S,1
440,10.06.2019,6:36,ROSN,4651.65,326,1516437.9,B,1
441,10.08.2016,22:28,ROSN,24.55,521,12790.55,B,1
442,27.02.2005,10:47,ROSN,4605.09,498,2293334.82,B,1
443,25.01.2002,13:19,ROSN,4759.33,70,333153.1,B,1
444,18.04.2021,0:36,ROSN,676.63,178,120440.14,B,1
445,23.03.2001,2:38,ROSN,257.57,496,127754.72,S,1
446,12.05.2004,14:56,ROSN,1666.52,1645,2741425.4,S,1
447,28.12.2013,11:43,ROSN,1311.78,1018,1335392.04,B,1
448,04.07.2020,6:47,ROSN,1667.08,903,1505373.24,B,1
449,26.02.2018,21:04,ROSN,2265.19,871,1972980.49,B,1
450,31.01.2015,3:48,ROSN,1015.15,1761,1787679.15,S,1
451,26.01.2013,21:46,ROSN,23.12,1305,30171.6,B,1
452,08.07.2004,21:27,ROSN,1442.72,778,1122436.16,S,1
453,26.08.2020,9:32,ROSN,2126.79,164,348793.56,B,1
454,05.02.2022,17:01,ROSN,3575.59,1073,3836608.07,S,1
455,01.04.2003,22:03,ROSN,1246.94,1826,2276912.44,S,1
456,31.08.2007,17:41,ROSN,2489.92,155,385937.6,B,1
457,31.05.2021,16:26,ROSN,2604.81,854,2224507.74,S,1
458,07.12.2013,6:38,ROSN,3158.75,177,559098.75,B,1
459,10.07.2007,19:31,ROSN,3005.29,114,342603.06,B,1
460,10.05.2015,17:19,ROSN,2114.97,1617,3419906.49,S,1
461,26.02.2017,3:49,ROSN,1708.92,937,1601258.04,B,1
462,24.07.2016,1:10,ROSN,763.63,63,48108.69,B,1
463,02.02.2011,8:41,ROSN,1414.83,1448,2048673.84,B,1
464,24.09.2007,23:22,ROSN,167.31,1675,280244.25,B,1
465,25.04.2015,15:22,ROSN,4559.16,1458,6647255.28,B,1
466,17.09.2019,9:40,ROSN,372.87,761,283754.07,S,1
467,31.03.2023,19:14,ROSN,4596.36,1811,8324007.96,S,1
468,05.08.2017,11:33,ROSN,4323.92,166,717770.72,S,1
469,15.11.2021,19:16,ROSN,4889.92,1573,7691844.16,B,1
470,26.04.2015,11:11,ROSN,2135.31,1802,3847828.62,B,1
471,01.03.2003,8:48,ROSN,1443.17,311,448825.87,B,1
472,03.09.2018,13:24,ROSN,2182.15,1689,3685651.35,B,1
473,08.04.2015,21:40,ROSN,975.9,1550,1512645.0,S,1
474,07.04.2013,22:04,ROSN,2400.07,1606,3854512.42,S,1
475,15.03.2016,23:30,ROSN,1378.08,259,356922.72,B,1
476,07.10.2020,8:47,ROSN,333.81,302,100810.62,S,1
477,11.10.2020,13:46,ROSN,295.55,1563,461944.65,B,1
478,25.09.2007,11:19,ROSN,2071.68,1242,2573026.56,B,1
479,24.04.2017,1:30,ROSN,1290.97,1301,1679551.97,S,1
480,21.04.2007,22:03,ROSN,3340.58,795,2655761.1,S,1
481,20.12.2016,8:09,ROSN,4857.51,932,4527199.32,B,1
482,19.01.2020,23:29,ROSN,4104.41,1716,7043167.56,B,1
483,24.09.2019,19:13,ROSN,703.34,1344,945288.96,B,1
484,22.07.2006,18:17,ROSN,1604.32,330,529425.6,B,1
485,16.02.2001,10:23,ROSN,131.46,1322,173790.12,S,1
486,19.04.2021,6:37,ROSN,3997.65,123,491710.95,B,1
487,20.08.2016,9:50,ROSN,4457.6,360,1604736.0,B,1
488,05.11.2011,11:29,ROSN,1938.71,1847,3580797.37,B,1
489,03.03.2020,13:23,ROSN,773.43,688,532119.84,S,1
490,07.11.2006,14:48,ROSN,2480.61,859,2130843.99,B,1
491,15.03.2006,8:58,ROSN,1167.3,1199,1399592.7,S,1
492,22.09.2022,3:22,ROSN,2981.5,618,1842567.0,S,1
493,10.01.2023,21:26,ROSN,2487.7,1040,2587208.0,S,1
494,07.04.2017,1:20,ROSN,784.03,1524,1194861.72,S,1
495,15.04.2005,13:06,ROSN,4665.26,1624,7576382.24,B,1
496,16.01.2020,7:40,ROSN,588.48,42,24716.16,S,1
497,28.11.2001,19:51,ROSN,3433.11,1499,5146231.89,S,1
498,18.05.2018,18:08,ROSN,1671.19,1422,2376432.18,S,1
499,19.02.2011,14:44,ROSN,1302.13,986,1283900.18,B,1
500,08.01.2000,8:16,ROSN,501.21,1790,897165.9,B,1
501,08.06.2007,16:09,ROSN,4020.99,742,2983574.58,S,1
502,04.08.2015,12:48,ROSN,2585.59,1242,3211302.78,S,1
503,25.03.2011,13:21,ROSN,883.37,1452,1282653.24,B,1
504,07.07.2003,16:38,ROSN,4180.38,655,2738148.9,S,1
505,12.01.2003,9:10,ROSN,4981.3,521,2595257.3,B,1
506,11.01.2012,8:57,ROSN,997.23,1663,1658393.49,B,1
507,17.01.2018,3:46,ROSN,4473.84,148,662128.32,B,1
508,02.12.2017,3:39,ROSN,4386.52,1538,6746467.76,B,1
509,16.01.2005,11:04,ROSN,1910.9,1084,2071415.6,S,1
510,15.01.2015,6:12,ROSN,1409.1,1405,1979785.5,S,1
511,23.11.2009,10:47,ROSN,1137.8,1752,1993425.6,B,1
512,24.06.2017,7:51,ROSN,4134.41,264,1091484.24,B,1
513,30.11.2018,9:14,ROSN,2423.52,557,1349900.64,B,1
514,14.07.2020,16:18,ROSN,509.77,264,134579.28,S,1
515,06.11.2005,3:58,ROSN,1241.83,1720,2135947.6,S,1
516,23.06.2015,13:01,ROSN,2638.6,305,804773.0,B,1
517,09.04.2000,21:52,ROSN,346.49,1937,671151.13,B,1
518,25.02.2002,9:10,ROSN,4021.84,1280,5147955.2,S,1
519,18.07.2020,2:20,ROSN,1981.82,64,126836.48,S,1
520,22.11.2016,0:06,ROSN,512.49,1117,572451.33,S,1
521,23.05.2015,22:07,ROSN,2209.05,150,331357.5,B,1
522,02.10.2008,8:49,ROSN,3050.12,1865,5688473.8,B,1
523,17.11.2004,21:11,ROSN,3316.19,1668,5531404.92,B,1
524,11.04.2012,13:59,ROSN,1678.56,1246,2091485.76,B,1
525,30.03.2015,9:09,ROSN,3521.69,1738,6120697.22,S,1
526,14.12.2023,15:59,ROSN,1543.24,785,1211443.4,S,1
527,03.10.2005,18:35,ROSN,1418.79,68,96477.72,S,1
528,08.02.2017,12:32,ROSN,1372.23,1205,1653537.15,S,1
529,31.08.2022,18:40,ROSN,4582.54,702,3216943.08,B,1
530,05.07.2013,2:11,ROSN,3700.41,522,1931614.02,B,1
531,08.08.2017,15:15,ROSN,2166.58,1045,2264076.1,B,1
532,02.06.2008,9:56,ROSN,1591.68,610,970924.8,S,1
533,02.03.2010,16:30,ROSN,4183.96,331,1384890.76,B,1
534,01.05.2013,0:40,ROSN,3663.59,306,1121058.54,B,1
535,04.09.2011,15:27,ROSN,221.47,1288,285253.36,S,1
536,21.11.2013,2:59,ROSN,971.75,887,861942.25,B,1
537,09.02.2020,5:45,ROSN,3608.4,1729,6238923.6,B,1
538,16.10.2021,15:30,ROSN,4487.18,1535,6887821.3,S,1
539,06.03.2023,8:59,ROSN,3992.1,1738,6938269.8,S,1
540,19.06.2006,0:03,ROSN,2701.36,1379,3725175.44,B,1
541,24.05.2007,14:47,ROSN,1114.01,1088,1212042.88,B,1
542,05.01.2011,11:40,ROSN,1503.85,171,257158.35,B,1
543,27.08.2014,2:32,ROSN,509.43,1837,935822.91,S,1
544,09.08.2014,4:23,ROSN,330.19,1990,657078.1,S,1
545,01.09.2018,23:21,ROSN,2068.94,1183,2447556.02,S,1
546,02.04.2009,16:22,ROSN,3230.29,1980,6395974.2,B,1
547,20.11.2002,20:36,ROSN,4501.77,477,2147344.29,S,1
548,04.05.2009,18:17,ROSN,4609.6,314,1447414.4,S,1
549,31.05.2006,9:58,ROSN,2054.54,178,365708.12,S,1
550,16.02.2000,0:14,ROSN,2622.28,60,157336.8,B,1
551,06.07.2019,2:43,ROSN,1485.65,681,1011727.65,S,1
552,08.04.2001,12:45,ROSN,4014.49,1228,4929793.72,S,1
553,12.08.2002,18:30,ROSN,2240.28,1649,3694221.72,S,1
554,07.09.2002,2:21,ROSN,1049.99,1999,2098930.01,S,1
555,28.05.2018,1:34,ROSN,2069.18,1761,3643825.98,S,1
556,25.05.2006,11:32,ROSN,2140.17,908,1943274.36,B,1
557,16.06.2019,9:21,ROSN,872.27,781,681242.87,B,1
558,03.11.2013,22:25,ROSN,1685.31,1103,1858896.93,S,1
559,22.10.2022,21:38,ROSN,1782.36,1737,3095959.32,S,1
560,02.04.2011,2:31,ROSN,10.88,1167,12696.96,S,1
561,21.12.2001,18:48,ROSN,1925.46,1046,2014031.16,B,1
562,05.04.2000,3:44,ROSN,2866.05,1917,5494217.85,S,1
563,30.08.2014,22:39,ROSN,2242.12,971,2177098.52,S,1
564,09.08.2001,12:06,ROSN,4130.41,969,4002367.29,S,1
565,11.12.2014,16:07,ROSN,4352.1,557,2424119.7,B,1
566,04.11.2000,9:38,ROSN,3874.91,1541,5971236.31,S,1
567,02.04.2009,4:41,ROSN,4345.66,626,2720383.16,B,1
568,12.10.2020,7:10,ROSN,1286.41,1849,2378572.09,S,1
569,06.10.2009,1:31,ROSN,228.41,1563,357004.83,S,1
570,31.07.2010,12:42,ROSN,733.11,545,399544.95,B,1
571,29.10.2019,0:01,ROSN,4867.61,926,4507406.86,B,1
572,05.08.2005,22:17,ROSN,4154.56,331,1375159.36,S,1
573,14.10.2000,6:04,ROSN,2009.02,1057,2123534.14,S,1
574,29.01.2014,10:01,ROSN,3487.85,1271,4433057.35,S,1
575,15.07.2007,22:26,ROSN,3398.91,1306,4438976.46,B,1
576,07.12.2016,14:44,ROSN,4746.34,1685,7997582.9,B,1
577,18.02.2003,4:31,ROSN,1063.54,1216,1293264.64,S,1
578,12.02.2018,11:42,ROSN,4042.4,346,1398670.4,S,1
579,31.01.2008,15:01,ROSN,2663.58,1289,3433354.62,S,1
580,03.01.2022,0:02,ROSN,2900.03,1543,4474746.29,S,1
581,17.12.2015,13:57,ROSN,2345.14,416,975578.24,S,1
582,27.09.2007,21:32,ROSN,1979.74,1177,2330153.98,S,1
583,29.11.2005,21:19,ROSN,2817.65,265,746677.25,S,1
584,04.01.2016,17:16,ROSN,2122.65,818,1736327.7,B,1
585,20.08.2019,5:00,ROSN,2463.98,7,17247.86,S,1
586,22.09.2020,10:26,ROSN,2516.56,1002,2521593.12,S,1
587,10.05.2020,23:10,ROSN,2647.16,1759,4656354.44,S,1
588,02.03.2003,13:24,ROSN,4447.27,940,4180433.8,B,1
589,14.11.2011,0:50,ROSN,3006.21,1714,5152643.94,S,1
590,20.02.2012,16:01,ROSN,3068.97,501,1537553.97,S,1
591,17.02.2018,15:28,ROSN,3081.36,92,283485.12,B,1
592,15.08.2013,10:30,ROSN,270.91,1353,366541.23,B,1
593,17.12.2005,14:28,ROSN,1550.46,793,1229514.78,S,1
594,13.09.2006,20:26,ROSN,3198.4,556,1778310.4,S,1
595,14.04.2014,1:56,ROSN,4312.01,1244,5364140.44,S,1
596,17.08.2008,0:35,ROSN,3416.97,1830,6253055.1,S,1
597,13.06.2019,22:47,ROSN,2787.72,1844,5140555.68,B,1
598,09.12.2009,18:12,ROSN,2645.2,1644,4348708.8,B,1
599,10.02.2009,21:51,ROSN,3525.93,1799,6343148.07,S,1
600,08.08.2009,7:38,ROSN,3130.38,444,1389888.72,B,1
601,20.01.2006,16:45,ROSN,972.96,1768,1720193.28,B,1
602,10.09.2005,1:42,ROSN,3265.98,1533,5006747.34,S,1
603,01.03.2006,8:05,ROSN,940.41,1882,1769851.62,S,1
604,07.03.2023,1:34,ROSN,2956.56,131,387309.36,B,1
605,13.09.2015,12:30,ROSN,4105.11,1048,4302155.28,S,1
606,18.10.2021,23:50,ROSN,3829.69,939,3596078.91,S,1
607,21.11.2013,4:48,ROSN,4159.98,208,865275.84,S,1
608,13.11.2003,7:53,ROSN,929.79,950,883300.5,S,1
609,28.10.2005,15:23,ROSN,3229.63,1239,4001511.57,B,1
610,03.05.2011,22:59,ROSN,2372.33,608,1442376.64,S,1
611,12.06.2023,16:41,ROSN,3815.94,1689,6445122.66,B,1
612,22.11.2011,0:43,ROSN,4738.2,723,3425718.6,S,1
613,20.02.2008,6:02,ROSN,438.51,1858,814751.58,S,1
614,25.10.2009,12:43,ROSN,2677.36,1468,3930364.48,S,1
615,28.12.2020,19:34,ROSN,3292.13,504,1659233.52,B,1
616,14.09.2002,15:05,ROSN,1557.37,709,1104175.33,S,1
617,15.06.2023,5:38,ROSN,1772.38,287,508673.06,S,1
618,25.03.2019,22:44,ROSN,1879.23,890,1672514.7,S,1
619,31.01.2018,21:10,ROSN,1735.67,1290,2239014.3,S,1
620,15.03.2019,22:51,ROSN,4039.21,878,3546426.38,B,1
621,25.01.2016,12:39,ROSN,3754.0,1864,6997456.0,B,1
622,18.01.2008,10:22,ROSN,174.61,278,48541.58,B,1
623,27.12.2019,13:35,ROSN,1292.57,171,221029.47,S,1
624,08.08.2006,8:08,ROSN,325.31,233,75797.23,S,1
625,08.04.2012,19:49,ROSN,1918.98,338,648615.24,B,1
626,09.10.2005,1:28,ROSN,2537.28,1620,4110393.6,B,1
627,21.08.2023,5:50,ROSN,1813.56,337,611169.72,B,1
628,22.12.2003,18:43,ROSN,4715.51,230,1084567.3,S,1
629,30.04.2018,14:42,ROSN,4030.73,1841,7420573.93,S,1
630,13.01.2005,19:39,ROSN,359.37,911,327386.07,S,1
631,23.06.2009,12:16,ROSN,3985.84,775,3089026.0,S,1
632,05.10.2005,13:54,ROSN,2548.88,935,2383202.8,B,1
633,22.10.2009,15:56,ROSN,3826.44,1772,6780451.68,B,1
634,14.12.2019,23:07,ROSN,3770.5,1071,4038205.5,S,1
635,18.11.2005,14:40,ROSN,479.43,230,110268.9,B,1
636,20.08.2006,1:23,ROSN,1385.72,974,1349691.28,S,1
637,08.09.2021,6:33,ROSN,1868.6,662,1237013.2,B,1
638,27.05.2022,9:39,ROSN,3207.78,862,2765106.36,S,1
639,19.12.2002,8:16,ROSN,386.98,881,340929.38,B,1
640,04.06.2016,5:00,ROSN,3123.38,1010,3154613.8,S,1
641,10.05.2004,19:58,ROSN,35.77,547,19566.19,B,1
642,15.11.2020,1:21,ROSN,3837.08,1009,3871613.72,S,1
643,07.04.2007,15:27,ROSN,4827.39,1654,7984503.06,B,1
644,27.06.2006,7:02,ROSN,325.42,1252,407425.84,B,1
645,23.10.2013,7:35,ROSN,578.44,1459,843943.96,B,1
646,21.02.2014,22:44,ROSN,4788.28,1330,6368412.4,S,1
647,01.08.2016,8:55,ROSN,599.84,364,218341.76,B,1
648,28.02.2009,23:57,ROSN,732.42,1572,1151364.24,S,1
649,27.09.2013,6:47,ROSN,742.81,113,83937.53,B,1
650,19.01.2006,8:40,ROSN,155.16,1398,216913.68,S,1
651,22.12.2006,13:31,ROSN,1419.8,1843,2616691.4,S,1
652,30.07.2009,6:07,ROSN,2140.76,994,2127915.44,B,1
653,25.08.2013,23:57,ROSN,1740.88,768,1336995.84,B,1
654,09.11.2017,7:09,ROSN,215.92,1277,275729.84,S,1
655,05.04.2017,14:54,ROSN,4270.81,761,3250086.41,S,1
656,14.01.2007,11:14,ROSN,3397.93,1945,6608973.85,B,1
657,07.05.2005,10:40,ROSN,3732.8,1074,4009027.2,B,1
658,04.12.2004,2:31,ROSN,777.08,1834,1425164.72,B,1
659,25.10.2014,4:55,ROSN,2195.58,716,1572035.28,B,1
660,04.04.2023,11:27,ROSN,2607.21,965,2515957.65,S,1
661,14.05.2019,13:48,ROSN,1548.66,309,478535.94,B,1
662,09.06.2013,7:27,ROSN,64.33,462,29720.46,B,1
663,13.05.2020,7:07,ROSN,4999.58,1594,7969330.52,S,1
664,25.02.2002,1:06,ROSN,2233.17,1576,3519475.92,S,1
665,07.01.2009,3:05,ROSN,1887.3,779,1470206.7,B,1
666,26.05.2020,20:56,ROSN,3938.43,64,252059.52,B,1
667,01.02.2001,0:29,ROSN,4834.58,1384,6691058.72,S,1
668,08.04.2000,14:51,ROSN,2222.3,262,582242.6,B,1
669,03.07.2023,8:29,ROSN,450.82,966,435492.12,S,1
670,09.04.2017,23:14,ROSN,1679.67,1406,2361616.02,S,1
671,18.08.2007,14:38,ROSN,3966.08,1059,4200078.72,S,1
672,16.02.2022,13:14,ROSN,3215.34,909,2922744.06,S,1
673,10.05.2017,6:51,ROSN,2904.95,397,1153265.15,S,1
674,27.06.2008,11:10,ROSN,3304.98,198,654386.04,S,1
675,15.07.2007,12:57,ROSN,2715.72,1612,4377740.64,S,1
676,19.09.2006,11:18,ROSN,1828.4,789,1442607.6,B,1
677,19.10.2009,2:49,ROSN,2601.02,1220,3173244.4,B,1
678,20.10.2020,11:05,ROSN,360.03,176,63365.28,B,1
679,14.05.2022,15:49,ROSN,4735.5,1022,4839681.0,B,1
680,20.09.2002,12:22,ROSN,888.12,1937,1720288.44,S,1
681,25.07.2009,14:37,ROSN,1993.69,568,1132415.92,B,1
682,18.04.2008,1:11,ROSN,343.35,1700,583695.0,S,1
683,25.03.2003,3:32,ROSN,3124.99,1838,5743731.62,S,1
684,25.08.2020,3:54,ROSN,2261.77,1375,3109933.75,S,1
685,11.09.2011,7:22,ROSN,1326.46,1485,1969793.1,S,1
686,06.03.2011,23:06,ROSN,1206.49,1176,1418832.24,B,1
687,13.11.2022,2:51,ROSN,598.71,626,374792.46,S,1
688,18.06.2012,3:51,ROSN,1935.07,285,551494.95,B,1
689,19.12.2018,1:13,ROSN,3520.16,488,1717838.08,S,1
690,28.05.2001,18:17,ROSN,650.95,735,478448.25,B,1
691,29.06.2012,14:31,ROSN,2801.42,344,963688.48,B,1
692,21.09.2003,13:09,ROSN,4438.15,1205,5347970.75,S,1
693,14.02.2008,7:56,ROSN,192.7,1679,323543.3,S,1
694,08.07.2015,1:10,ROSN,1017.36,1780,1810900.8,B,1
695,14.10.2018,3:50,ROSN,1700.82,680,1156557.6,S,1
696,15.01.2019,3:05,ROSN,4370.17,182,795370.94,S,1
697,29.10.2005,3:19,ROSN,2992.32,1855,5550753.6,S,1
698,28.09.2019,23:53,ROSN,1362.44,601,818826.44,B,1
699,07.04.2014,15:21,ROSN,4405.37,201,885479.37,B,1
700,10.05.2018,23:26,ROSN,5.84,1389,8111.76,S,1
701,30.05.2000,8:19,ROSN,3363.91,1539,5177057.49,S,1
702,20.01.2013,7:10,ROSN,3019.93,223,673444.39,S,1
703,06.06.2023,5:11,ROSN,3455.55,471,1627564.05,S,1
704,30.01.2015,18:00,ROSN,3155.86,251,792120.86,S,1
705,25.08.2015,9:59,ROSN,2212.66,1386,3066746.76,S,1
706,10.03.2002,20:17,ROSN,3713.09,49,181941.41,B,1
707,26.03.2016,3:45,ROSN,835.83,1795,1500314.85,S,1
708,12.11.2021,22:49,ROSN,2791.52,1329,3709930.08,S,1
709,09.07.2013,16:16,ROSN,1999.27,872,1743363.44,B,1
710,13.09.2011,18:31,ROSN,2032.44,1311,2664528.84,S,1
711,07.06.2020,15:00,ROSN,3210.7,528,1695249.6,B,1
712,27.08.2007,23:02,ROSN,2652.71,206,546458.26,B,1
713,14.03.2010,14:49,ROSN,4988.12,1201,5990732.12,B,1
714,28.09.2014,7:23,ROSN,4236.98,1292,5474178.16,S,1
715,16.08.2006,10:07,ROSN,3217.69,16,51483.04,B,1
716,14.06.2011,1:24,ROSN,4455.42,956,4259381.52,B,1
717,25.09.2008,22:10,ROSN,4455.57,1376,6130864.32,S,1
718,17.06.2023,23:54,ROSN,4846.68,900,4362012.0,S,1
719,08.06.2016,7:39,ROSN,3222.92,1727,5565982.84,S,1
720,25.04.2006,8:07,ROSN,4135.07,1584,6549950.88,B,1
721,17.07.2018,18:33,ROSN,2645.18,893,2362145.74,S,1
722,06.03.2009,5:05,ROSN,4339.12,779,3380174.48,S,1
723,18.01.2020,23:38,ROSN,4469.01,164,732917.64,B,1
724,25.10.2009,19:03,ROSN,3914.54,214,837711.56,B,1
725,24.01.2019,9:54,ROSN,2808.1,1468,4122290.8,B,1
726,17.01.2009,20:42,ROSN,3534.32,1478,5223724.96,S,1
727,01.12.2017,19:46,ROSN,4906.88,144,706590.72,S,1
728,10.05.2015,16:13,ROSN,804.23,1149,924060.27,S,1
729,11.07.2001,14:58,ROSN,175.63,794,139450.22,S,1
730,06.06.2011,22:43,ROSN,1958.13,577,1129841.01,S,1
731,11.05.2006,23:00,ROSN,803.66,1084,871167.44,B,1
732,31.10.2016,22:29,ROSN,511.32,1828,934692.96,S,1
733,03.12.2022,23:21,ROSN,2766.73,1274,3524814.02,B,1
734,13.01.2023,10:46,ROSN,1322.4,1253,1656967.2,B,1
735,26.03.2000,20:46,ROSN,4584.46,828,3795932.88,B,1
736,06.05.2010,3:59,ROSN,2604.04,943,2455609.72,S,1
737,10.10.2008,6:11,ROSN,434.94,1622,705472.68,S,1
738,28.05.2015,12:01,ROSN,1834.35,564,1034573.4,B,1
739,27.01.2016,18:54,ROSN,901.09,85,76592.65,B,1
740,14.12.2007,1:18,ROSN,2021.19,563,1137929.97,B,1
741,29.04.2013,16:04,ROSN,191.52,1074,205692.48,B,1
742,27.03.2016,22:24,ROSN,4284.77,306,1311139.62,B,1
743,16.11.2014,8:26,ROSN,926.55,519,480879.45,B,1
744,01.12.2021,8:41,ROSN,3765.45,698,2628284.1,S,1
745,24.05.2023,15:57,ROSN,2730.27,1893,5168401.11,S,1
746,07.06.2013,21:16,ROSN,796.54,56,44606.24,S,1
747,02.02.2019,2:00,ROSN,1312.65,15,19689.75,B,1
748,03.06.2019,11:53,ROSN,3367.43,565,1902597.95,S,1
749,28.03.2005,11:49,ROSN,3385.5,1434,4854807.0,S,1
750,01.02.2019,15:38,ROSN,383.96,930,357082.8,S,1
751,15.06.2009,0:58,ROSN,2017.19,1844,3719698.36,B,1
752,29.04.2018,21:43,ROSN,2188.81,1848,4044920.88,S,1
753,12.07.2008,22:40,ROSN,629.36,1204,757749.44,S,1
754,24.01.2002,1:11,ROSN,2868.58,1730,4962643.4,S,1
755,07.10.2016,18:20,ROSN,2660.47,1357,3610257.79,B,1
756,10.01.2017,6:10,ROSN,3257.15,571,1859832.65,B,1
757,07.10.2007,16:35,ROSN,1521.97,1902,2894786.94,B,1
758,18.04.2005,14:35,ROSN,2907.38,741,2154368.58,S,1
759,12.10.2013,6:05,ROSN,3611.57,1721,6215511.97,B,1
760,12.06.2003,1:51,ROSN,2595.63,1600,4153008.0,B,1
761,03.01.2014,7:42,ROSN,4745.99,632,2999465.68,B,1
762,18.02.2008,2:04,ROSN,2321.32,1941,4505682.12,B,1
763,16.03.2023,10:57,ROSN,1894.58,1005,1904052.9,B,1
764,18.12.2007,13:53,ROSN,2565.23,981,2516490.63,B,1
765,11.03.2020,13:15,ROSN,2694.33,333,897211.89,S,1
766,09.11.2019,2:55,ROSN,3390.19,1453,4925946.07,B,1
767,21.01.2019,1:29,ROSN,4928.46,421,2074881.66,B,1
768,14.10.2005,0:14,ROSN,1261.05,551,694838.55,B,1
769,15.07.2015,22:00,ROSN,381.31,1919,731733.89,B,1
770,04.07.2012,14:02,ROSN,529.26,1332,704974.32,S,1
771,16.02.2011,1:34,ROSN,2359.87,1557,3674317.59,B,1
772,16.08.2014,6:30,ROSN,1767.27,1869,3303027.63,B,1
773,04.09.2008,4:18,ROSN,52.31,1456,76163.36,S,1
774,21.12.2001,22:42,ROSN,2166.81,225,487532.25,B,1
775,30.03.2004,20:28,ROSN,245.74,622,152850.28,B,1
776,31.10.2014,11:22,ROSN,3628.39,1499,5438956.61,S,1
777,03.07.2020,4:04,ROSN,3683.98,1941,7150605.18,B,1
778,07.04.2013,6:24,ROSN,2757.83,1015,2799197.45,B,1
779,27.10.2022,0:45,ROSN,4590.37,732,3360150.84,B,1
780,29.04.2012,10:08,ROSN,4201.48,1839,7726521.72,B,1
781,05.03.2019,16:18,ROSN,1361.17,227,308985.59,B,1
782,13.11.2006,8:32,ROSN,1522.26,444,675883.44,S,1
783,28.06.2001,7:49,ROSN,3706.84,1655,6134820.2,B,1
784,15.11.2014,5:03,ROSN,733.45,652,478209.4,B,1
785,06.09.2016,4:24,ROSN,3765.72,700,2636004.0,B,1
786,12.10.2008,11:25,ROSN,2904.51,1181,3430226.31,B,1
787,19.09.2023,11:28,ROSN,4642.74,1343,6235199.82,B,1
788,10.02.2023,21:53,ROSN,3930.74,1696,6666535.04,B,1
789,27.08.2005,16:03,ROSN,209.56,230,48198.8,B,1
790,06.04.2016,21:29,ROSN,3408.83,606,2065750.98,S,1
791,25.09.2018,11:43,ROSN,2199.48,525,1154727.0,B,1
792,25.09.2005,4:18,ROSN,2622.76,1414,3708582.64,S,1
793,25.08.2018,5:29,ROSN,3136.87,69,216444.03,S,1
794,16.07.2022,10:01,ROSN,4770.23,185,882492.55,S,1
795,22.03.2012,13:46,ROSN,2664.88,1250,3331100.0,B,1
796,24.11.2007,2:59,ROSN,3636.01,1206,4385028.06,B,1
797,22.08.2010,1:17,ROSN,4315.91,1612,6957246.92,S,1
